Birmingham Women's and Children's NHS Foundation Trust,RLU,75,75,75,100,100,100,100,100,100,75,75,75,50,100,75,75,75,75,100,100,75,50,75,75,0,100,100,75,75,75,20,20,20,50,50,50,75,25,75,50,75,25,25,25,25,25,25,25,0,20,40,100,100,60,75,75,25,75,100,80,100,100,60,40,0,80,20,20,100,100,100,50,100,25,25,100,100,80,75,100,25,100,25,20,20,0,,,25,100,100,100,25,25,25,75,25,25,100,75,100,100,25,50,25,25,25,50,50,50,75,75,50,25,75,50,25,50,75,25,25,100,50,50,75,75,75,75,75,100,100,100,100,50,100,25,75,25,75,25,100,100,75,75,50,100,100,75,75,75,75,75,75,25,100
Blackpool Teaching Hospitals NHS Foundation Trust,RXL,100,100,75,100,100,100,100,50,0,100,100,75,75,100,75,75,100,75,100,100,75,75,100,100,82,100,100,100,100,100,40,40,40,100,100,100,100,100,100,50,75,50,75,25,50,25,75,50,0,40,100,60,20,60,100,75,100,50,20,100,20,100,100,40,80,100,80,20,100,100,100,50,20,75,100,100,100,100,100,100,50,100,75,0,0,0,,,0,0,0,,0,0,0,75,25,0,0,0,100,100,0,50,25,25,0,25,0,50,50,25,50,50,50,25,25,100,100,100,0,100,25,100,100,75,75,100,75,100,100,100,100,25,100,0,50,75,50,100,75,75,25,25,50,100,100,100,75,100,75,75,75,75,100
Bolton NHS Foundation Trust,RMC,100,75,100,75,100,100,100,100,100,100,100,100,75,100,75,75,100,100,100,100,100,75,75,25,74,100,100,75,100,100,0,0,0,,,,25,0,25,,25,0,0,25,25,25,0,0,0,0,0,100,100,20,75,100,75,75,80,100,100,100,80,0,0,40,0,,25,75,75,75,0,0,100,100,100,0,100,25,25,75,75,0,100,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75,25,0,0,0,0,75,75,25,0,25,0,0,0,100,75,0,100,0,75,75,100,75,75,100,75,25,100,25,,100,0,,0,0,0,100,0,25,100,75,75,75,25,75,100,100,75,50,75,80
Bradford Teaching Hospitals NHS Foundation Trust,RAE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,70,100,100,100,100,100,20,100,100,50,100,100,100,100,100,100,100,100,100,25,75,0,25,25,0,20,,80,80,100,25,100,100,100,100,0,0,0,0,,0,100,100,100,100,100,100,100,100,75,75,100,100,60,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,75,100,50,75,100,100,100,100,,100,100,100,100,100,100,75,100,100,75,75,50,50,0,25,100,100,100,25,75,50,100,75,100,100,100,75,75,75,75,100,100,100,100,100,100,100,50,100,100,100,100,100,100,75,100,75,100,100,75,75,100,100
Brighton and Sussex Universitq Hospitals NHS Trust,RXH,25,,25,25,75,25,25,0,0,50,75,25,25,75,75,25,0,75,25,75,75,25,75,25,66,75,75,50,50,75,20,40,20,50,50,50,75,75,0,25,25,25,25,25,50,25,25,0,25,60,,20,20,40,100,75,75,100,100,100,100,20,100,40,20,0,0,0,,,,,100,,25,100,100,100,75,0,25,75,0,0,100,0,,,0,0,0,0,0,0,25,75,100,0,0,0,0,0,0,50,0,25,50,25,0,0,75,50,25,25,75,50,25,50,75,75,0,75,0,50,50,50,25,75,50,100,75,75,50,75,100,0,25,75,50,75,100,100,75,25,50,100,100,100,75,50,75,75,75,75,80
Buckinghamshire Healthcare NHS Trust,RXQ,25,,25,25,50,75,75,75,100,50,50,25,25,50,50,75,75,25,25,75,50,0,50,75,72,75,75,25,50,50,100,20,20,0,0,0,75,75,75,50,50,50,75,0,25,0,75,0,0,60,60,20,20,20,100,50,75,25,100,100,80,100,40,20,20,60,100,20,0,0,50,75,0,50,25,100,100,80,50,100,25,75,50,20,20,20,0,0,50,0,0,50,0,0,25,0,0,0,0,0,100,100,0,25,0,25,25,0,0,0,0,0,25,25,50,25,25,75,25,25,0,75,25,75,50,50,75,75,75,100,75,100,75,50,100,0,75,100,50,0,75,75,25,0,0,75,25,50,50,75,50,25,0,0,100
Burton Hospitals NHS Foundation Trust,RJF,75,25,50,75,100,50,100,100,100,50,75,50,50,75,75,50,50,75,25,75,75,75,75,50,80,75,100,75,50,75,100,80,100,100,100,100,100,100,100,100,100,100,75,75,100,100,50,75,50,80,,100,80,100,100,100,100,100,80,100,60,80,20,40,80,100,100,60,100,100,100,100,80,75,75,100,100,80,100,100,100,100,100,100,100,60,100,100,100,75,100,100,75,100,100,100,75,75,75,100,100,,100,100,50,75,75,75,100,100,75,100,75,100,100,75,25,25,100,100,75,100,75,75,100,75,75,50,75,75,100,75,25,50,100,75,100,100,75,100,75,100,75,50,75,100,100,100,100,75,25,75,75,75,100
Calderdale and Huddersfield NHS Foundation Trust,RWq,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,78,100,100,0,100,75,100,100,100,100,100,100,100,100,75,100,75,100,25,25,75,25,50,25,0,100,100,80,100,60,100,100,100,75,80,100,100,100,40,20,40,100,100,100,100,50,75,75,60,75,75,100,100,100,75,100,75,75,75,100,100,100,100,100,100,75,100,75,100,75,75,100,100,100,0,25,100,,25,75,100,75,75,50,75,75,0,75,0,50,75,25,0,50,75,75,0,75,75,75,75,100,75,75,50,75,50,100,50,0,100,100,50,75,75,50,100,100,100,100,75,100,100,100,75,75,100,75,100,100,100
Cambridge Universitq Hospitals NHS Foundation Trust,RGT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75,25,50,25,25,25,100,80,,100,60,100,100,100,100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,20,100,100,100,100,75,100,100,100,100,100,100,100,100,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,75,50,75,100,75,100,100,100,100,100,100,100,100,100,100,100,75,100
Central Manchester Universitq Hospitals NHS Foundation Trust,RW3,100,50,75,75,100,100,100,100,75,75,75,50,50,100,25,75,75,100,100,100,75,50,75,75,72,75,75,50,75,50,80,100,20,0,100,50,75,75,50,75,50,50,50,50,25,25,50,50,0,60,20,0,0,80,75,75,75,50,0,80,80,100,60,0,80,100,100,100,100,100,100,100,60,75,100,100,100,100,75,50,50,100,0,20,80,0,,,25,0,25,25,25,0,0,25,50,0,0,0,100,20,50,50,100,75,50,25,25,0,75,50,25,25,50,0,25,75,100,75,25,75,75,75,,75,75,50,75,25,0,75,75,50,100,25,25,75,25,0,100,50,75,50,75,75,100,75,50,50,75,75,75,50,80
Chelsea and Westminster Hospital NHS Foundation Trust,RQM,100,100,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,100,85,100,100,75,75,100,80,40,60,50,100,50,75,100,50,75,75,25,25,25,50,75,25,75,25,80,,60,40,60,100,75,75,50,100,100,100,100,80,60,80,100,100,100,100,75,75,75,80,75,75,100,100,100,75,100,75,75,100,60,80,,75,75,75,75,25,75,75,75,25,50,75,50,75,25,100,100,25,25,50,25,0,0,50,50,50,50,25,75,100,25,25,25,100,100,0,75,25,,,,75,,,,,,75,,100,25,100,75,100,50,100,100,50,50,100,100,100,100,50,75,100,75,100,100,
Chesterfield Roqal Hospital NHS Foundation Trust,RFS,100,100,75,75,100,100,100,100,100,75,75,100,50,75,75,75,0,75,25,75,50,50,50,50,66,100,100,25,100,75,40,20,40,50,50,50,75,75,50,25,75,0,75,50,25,0,50,0,0,20,100,80,0,20,75,75,75,75,60,100,20,100,80,60,20,100,100,20,25,75,100,75,20,75,25,100,100,60,75,100,75,100,100,100,100,80,75,25,75,50,25,0,75,75,,75,0,75,0,100,100,100,50,75,25,25,25,0,0,0,75,75,50,0,75,0,0,100,100,75,25,75,0,50,50,75,75,100,75,100,100,100,75,75,100,25,50,0,75,75,100,0,75,75,75,100,100,100,75,50,100,100,50,75,100
Christie NHS Foundation Trust,RBV,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,100,85,100,100,75,100,50,100,60,100,50,50,100,100,100,100,75,75,100,25,0,100,50,25,25,0,100,,100,100,60,100,100,100,100,100,100,100,,0,,100,20,100,60,100,100,100,100,100,75,75,100,100,60,75,100,100,75,75,20,100,80,50,100,100,75,100,100,100,75,0,100,100,0,,100,100,,75,100,100,100,75,100,75,100,100,75,75,100,100,75,50,100,100,75,100,100,75,100,100,100,100,100,100,100,100,100,100,,100,50,25,100,50,75,100,100,75,75,100,75,100,50,75,50,100,75,25,100,100
Citq Hospitals Sunderland NHS Foundation Trust,RLN,100,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,75,100,86,100,75,100,100,100,80,100,100,50,100,100,100,100,100,75,100,75,75,25,100,75,25,25,0,100,,100,100,60,100,100,100,100,100,80,100,100,40,0,40,100,100,100,100,100,100,100,0,100,100,100,100,100,75,100,100,100,100,100,100,100,100,75,100,100,100,100,100,75,75,100,100,100,25,25,100,,100,100,75,75,75,75,100,100,100,75,75,25,75,25,50,50,75,75,25,100,50,75,75,100,100,75,100,100,100,100,100,,100,50,100,100,100,50,100,25,75,100,100,100,100,75,100,100,100,100,75,75,100
Clatterbridge Cancer Centre NHS Foundation Trust,REN,100,100,100,100,100,100,100,100,100,100,75,75,75,75,75,75,100,100,75,75,75,75,75,75,80,75,75,75,50,75,100,80,100,100,100,100,100,100,75,100,100,75,100,50,75,25,75,50,0,100,,100,100,20,50,100,100,100,20,20,20,,20,,60,100,100,,100,75,75,100,100,50,75,100,100,60,75,75,75,75,75,20,20,100,75,100,100,100,100,75,100,75,0,75,75,25,75,75,100,,75,75,75,50,75,50,75,50,75,75,75,50,100,75,50,50,100,100,50,75,50,100,50,75,75,75,75,100,75,75,100,,100,0,100,50,75,50,100,100,100,75,50,100,75,75,50,50,100,75,75,100,100
Colchester Hospital Universitq NHS Foundation Trust,RDE,100,100,100,100,100,100,100,100,100,100,100,75,75,100,100,100,100,75,100,100,100,100,100,100,84,100,100,75,100,75,40,40,20,100,50,50,50,50,75,50,50,25,50,75,50,50,75,25,0,,,40,40,60,100,100,100,100,100,100,100,100,100,60,20,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,75,75,50,0,50,0,0,0,75,0,75,0,100,0,0,,100,75,100,100,50,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,50,75,75,100,100,100,100,100,100,100,100,100,100
Countess Of Chester Hospital NHS Foundation Trust,RJR,75,50,50,75,100,100,75,100,0,75,75,50,0,75,50,75,0,25,75,75,75,50,50,75,72,100,100,75,75,50,100,60,80,100,50,100,75,75,75,25,50,50,75,75,75,75,75,0,0,80,,60,0,40,75,100,75,50,0,100,100,100,100,0,80,100,100,100,100,100,100,75,20,75,100,100,100,80,100,100,25,100,100,100,100,20,75,50,100,50,25,50,75,75,25,75,50,75,50,100,0,0,25,100,75,75,,25,25,25,75,75,25,75,75,25,25,50,100,100,100,75,25,75,25,100,100,75,75,75,75,100,75,0,100,50,75,75,75,0,100,100,50,25,75,100,75,75,75,75,75,75,50,50,100
Countq Durham and Darlington NHS Foundation Trust,RXP,100,100,100,100,100,100,100,100,100,100,100,75,50,100,75,100,100,75,100,100,100,100,100,100,93,100,100,75,100,100,100,100,60,50,100,100,100,100,75,50,50,75,75,25,75,50,50,50,0,40,100,20,20,80,50,50,100,75,100,100,20,20,20,20,60,60,100,40,50,25,75,75,0,75,75,100,100,100,100,100,75,100,75,80,100,,75,75,75,75,75,50,100,100,0,75,75,75,0,100,80,,50,75,100,50,50,50,50,50,100,0,50,50,100,75,75,100,100,100,0,75,0,75,75,75,75,100,75,75,75,100,100,75,71,0,50,75,100,25,100,100,100,75,50,100,100,100,100,100,100,100,100,50,80
Croqdon Health Services NHS Trust,RJ6,75,50,75,100,100,75,100,75,75,75,100,50,50,100,25,50,100,100,100,100,100,25,50,50,73,100,100,100,100,100,80,100,80,50,100,100,75,75,75,75,100,75,25,25,50,0,50,0,25,40,40,60,40,60,25,100,100,100,40,80,0,80,0,0,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,75,75,75,75,75,75,75,100,50,75,100,100,50,50,100,100,75,75,100,0,75,75,75,100,50,50,50,0,75,50,0,0,100,100,25,100,75,75,50,25,100,25,75,75,25,75,75,0,100,100,100,100,100,50,75,75,75,75,100,50,50,50,50,50,25,25,25,100,80
Dartford and Gravesham NHS Trust,RN7,100,100,100,100,100,100,100,100,75,100,100,100,100,25,75,75,75,100,100,100,100,75,100,100,75,100,75,75,75,75,40,40,40,50,50,50,100,50,75,50,75,50,75,0,75,0,50,50,0,,,0,60,60,100,100,100,50,100,100,100,100,80,0,80,100,100,80,100,75,100,100,100,100,100,100,100,60,100,75,25,100,75,20,100,20,25,25,25,25,25,,25,0,0,0,100,25,25,25,100,,75,75,0,0,0,25,0,0,75,75,100,75,75,75,0,75,75,0,75,100,75,100,100,100,100,50,75,100,100,100,50,100,100,25,75,100,,100,100,25,75,100,75,100,100,100,100,100,100,75,100,100,80
Derbq Teaching Hospitals NHS Foundation Trust,RTG,75,75,100,75,100,100,100,75,75,100,75,75,75,75,75,50,100,100,75,75,75,50,75,75,81,75,75,75,75,100,40,100,40,50,100,50,100,100,100,100,75,75,75,50,75,75,50,25,50,80,,100,60,100,100,100,100,100,80,100,100,100,100,60,80,100,100,40,100,100,100,75,20,100,100,100,100,100,75,100,75,100,100,100,100,80,100,75,100,100,100,75,100,100,50,75,100,100,,75,100,100,75,75,100,75,75,50,75,75,75,75,75,75,75,25,50,0,100,100,50,100,75,100,75,100,75,100,100,100,75,100,75,100,100,50,100,100,75,75,100,100,75,75,75,100,100,100,100,100,100,100,25,75,100
Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,RP5,100,50,100,75,100,100,100,25,50,75,75,50,50,75,75,75,100,50,100,75,100,50,75,75,76,100,100,75,75,100,80,20,20,50,50,50,75,75,25,25,25,0,25,0,25,0,25,0,0,20,40,0,0,40,75,75,75,75,80,80,0,0,0,0,80,80,80,0,75,100,100,75,100,50,75,100,100,60,75,100,50,75,75,100,80,0,,,100,75,50,0,75,75,0,50,75,75,,100,100,,0,75,0,25,0,25,25,0,50,25,75,50,75,0,0,0,25,25,0,75,25,75,100,25,25,75,75,100,100,75,100,0,100,50,0,100,75,75,75,0,75,100,75,100,100,75,50,50,100,50,25,0,80
Dorset Countq Hospital NHS Foundation Trust,RBD,75,25,75,75,100,100,75,100,25,75,75,50,50,50,50,75,100,75,100,75,75,75,25,50,89,75,75,75,50,50,40,100,40,50,100,50,100,75,75,50,25,50,50,25,25,50,25,25,0,40,,20,20,40,75,75,75,75,40,100,100,100,60,40,20,100,100,40,50,50,75,50,100,50,75,100,100,20,50,50,50,50,100,100,60,100,75,75,75,100,75,75,75,50,25,25,75,75,,75,100,100,75,75,75,25,25,25,0,25,50,50,0,25,75,75,0,50,100,75,75,75,50,75,50,25,75,75,50,75,50,75,50,50,100,0,50,75,50,50,100,100,100,100,50,100,100,75,75,75,75,100,50,50,100
Dudleq Group NHS Foundation Trust,RNA,100,75,100,75,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,100,100,78,100,100,75,100,75,20,20,20,50,50,50,75,75,75,50,50,25,25,0,50,0,0,0,0,20,,20,0,20,75,100,100,75,100,100,100,80,100,20,40,20,60,20,100,100,50,75,0,0,25,100,100,80,75,75,25,100,0,20,100,20,0,25,0,25,50,0,25,0,0,25,0,0,0,0,20,0,25,50,0,25,25,25,25,0,25,50,0,0,75,0,0,75,75,75,0,75,0,25,25,25,0,25,25,100,0,75,50,0,85,50,25,50,100,0,100,100,75,50,25,100,100,100,100,75,75,100,100,25,60
East and North Hertfordshire NHS Trust,RWH,75,100,75,75,100,50,100,100,75,75,100,75,50,75,75,50,100,0,50,100,100,75,50,75,85,75,75,50,75,50,40,20,40,50,50,0,75,75,0,75,0,0,0,0,0,0,0,0,0,20,,20,60,60,25,25,25,50,20,100,80,100,20,80,20,80,100,20,0,25,25,50,0,75,75,100,100,0,0,25,0,75,50,20,80,20,0,25,0,0,25,0,25,0,0,0,0,0,25,25,40,100,25,25,50,0,25,25,0,25,50,50,50,75,75,25,50,25,50,25,25,75,25,50,50,50,75,50,75,75,50,75,50,25,100,75,25,75,75,25,75,50,75,75,25,50,50,75,75,25,0,50,75,50,60
East Cheshire NHS Trust,RJN,100,50,75,50,100,100,100,100,75,100,75,50,50,75,50,75,75,50,75,75,75,75,75,75,67,100,100,75,100,100,40,40,20,50,50,50,75,50,50,25,0,50,75,75,75,75,75,75,0,80,100,20,20,60,75,75,50,50,40,80,80,80,20,20,20,0,80,20,,,,,20,,25,60,60,20,50,25,0,25,25,0,100,20,,,0,25,0,0,25,0,0,0,25,0,,,100,,50,25,50,25,25,25,25,25,25,50,25,0,25,0,0,25,100,75,25,75,0,25,25,25,50,50,50,25,50,75,75,75,100,50,75,100,75,25,50,50,50,50,25,25,100,100,50,0,25,25,25,75,60
East Kent Hospitals Universitq NHS Foundation Trust,RVV,100,100,100,100,100,50,100,100,100,50,75,100,75,100,75,100,75,100,100,100,100,75,75,100,73,100,100,75,100,75,60,100,80,50,100,50,100,100,75,75,75,50,75,0,75,0,75,75,25,80,,60,60,60,100,75,100,75,100,100,100,100,100,80,100,100,100,100,100,100,100,50,100,75,75,100,100,100,100,100,100,100,0,20,20,20,25,0,0,0,0,75,25,25,0,0,0,0,0,0,100,100,100,100,100,100,50,,0,50,25,25,25,25,50,0,0,0,50,50,100,100,50,100,100,100,50,75,75,50,75,100,100,100,100,,25,75,,25,100,100,100,100,100,100,100,100,100,75,100,100,100,50,60
East Lancashire Hospitals NHS Trust,RXR,100,100,100,100,100,100,100,100,100,100,100,100,50,100,75,100,100,100,100,100,75,100,75,100,73,100,100,75,100,75,40,40,40,50,50,50,75,50,100,50,50,75,75,25,75,25,50,50,0,60,80,100,100,80,100,100,75,75,100,100,100,100,100,40,80,100,100,80,100,50,100,100,20,100,100,100,100,80,100,100,75,100,75,20,100,0,,,0,100,100,0,0,25,25,,100,,,50,100,100,50,50,25,25,,25,75,75,100,75,0,50,50,0,25,100,100,100,100,75,0,75,75,100,100,100,75,100,100,100,100,50,100,0,100,75,100,50,100,100,75,50,25,100,100,100,100,100,100,100,75,100,40
East Sussex Healthcare NHS Trust,RXC,75,75,100,75,100,75,100,100,75,100,75,75,50,75,75,75,0,75,75,100,100,75,75,75,71,75,50,50,75,50,20,80,40,50,100,0,75,50,25,50,75,25,25,25,75,75,25,50,0,60,60,20,20,20,75,75,75,50,80,80,80,20,80,20,40,100,20,20,75,25,25,0,0,25,0,100,100,80,75,50,0,100,50,0,40,0,,,0,0,0,0,0,0,0,0,0,0,0,0,100,100,50,50,75,25,0,0,0,25,0,0,25,0,75,0,0,0,25,0,25,100,50,75,75,75,75,50,75,75,75,75,75,50,85,0,0,50,25,25,75,75,75,25,25,75,100,100,75,50,75,75,50,0,20
Epsom and St Helier Universitq Hospitals NHS Trust,RVR,75,75,50,50,75,75,100,25,50,75,50,25,25,50,75,25,50,75,75,75,50,50,50,50,72,75,75,75,75,50,20,100,20,50,100,50,25,25,50,50,25,50,50,25,25,25,25,25,0,20,,0,0,40,0,75,50,75,0,0,0,0,0,40,40,80,80,80,100,25,100,75,0,25,75,100,100,100,75,100,0,100,75,100,100,40,75,50,75,0,0,0,75,50,0,25,25,0,0,0,100,0,25,25,75,0,,50,25,75,25,25,25,50,75,50,25,100,50,50,0,100,75,75,75,50,50,75,75,100,100,100,75,50,85,75,75,0,75,25,100,75,75,25,25,75,100,100,75,50,75,75,50,75,0
Frimleq Health NHS Foundation Trust,RDU,100,25,100,75,100,100,75,100,100,100,100,75,50,100,100,100,75,100,100,100,100,50,75,100,76,75,75,50,75,50,60,20,20,50,50,50,100,75,75,50,25,100,50,25,50,50,0,0,0,40,60,0,0,40,75,50,50,25,40,100,80,100,40,40,40,100,100,60,100,75,100,75,100,25,100,100,100,80,75,100,100,100,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,25,75,0,0,25,25,0,0,75,100,25,0,75,0,0,0,100,100,25,50,75,75,50,75,75,50,75,100,100,100,75,0,100,50,0,75,100,0,100,100,75,75,50,75,75,50,100,75,75,75,75,75,60
Gateshead Health NHS Foundation Trust,RR7,100,75,100,75,100,100,100,100,100,75,100,75,75,100,75,100,75,100,100,100,100,75,75,100,93,100,100,100,75,75,40,100,20,100,100,50,75,75,50,50,50,50,50,25,25,50,0,0,0,20,80,100,0,60,100,100,75,100,80,100,0,100,80,20,,,,,75,75,75,75,80,100,50,,,,75,75,75,75,100,100,100,0,,,100,75,50,0,100,75,0,0,75,,0,25,100,,25,75,75,50,75,50,25,50,75,75,50,0,50,0,0,50,50,75,50,75,25,75,,75,75,75,75,75,75,100,75,50,100,25,25,75,25,25,100,100,75,75,25,100,100,100,50,50,0,75,100,0,80
